investor_id,sip_count,average_gap_days,is_at_risk
INV000926,6,80.0,1
INV000929,7,58.166666666666664,1
INV000930,8,32.42857142857143,0
INV000935,9,30.875,0
INV000939,8,60.57142857142857,1
INV000942,7,53.0,1
INV000949,7,67.5,1
INV000950,6,91.0,1
INV000971,7,46.833333333333336,1
INV000974,7,73.5,1
INV000977,10,48.77777777777778,1
INV000979,6,79.8,1
INV000980,8,44.42857142857143,1
INV000981,6,50.4,1
INV000986,7,60.833333333333336,1
INV000994,6,63.8,1
INV001001,8,60.285714285714285,1
INV001002,7,41.666666666666664,1
INV001005,6,93.6,1
INV001008,7,64.66666666666667,1
INV001013,6,96.8,1
INV001017,6,67.0,1
INV001019,9,44.875,1
INV001021,7,68.66666666666667,1
INV001023,8,72.42857142857143,1
INV001025,6,38.8,1
INV001026,6,69.4,1
INV001037,10,42.0,1
INV001039,6,66.2,1
INV001041,7,83.0,1
INV001047,7,66.16666666666667,1
INV001048,8,47.0,1
INV001051,8,54.142857142857146,1
INV001053,8,55.857142857142854,1
INV001055,6,93.2,1
INV001060,9,53.375,1
INV001061,9,51.125,1
INV001063,8,43.285714285714285,1
INV001064,9,59.5,1
INV001069,8,41.285714285714285,1
INV001070,6,97.0,1
INV001092,7,77.33333333333333,1
INV001099,8,26.142857142857142,0
INV001102,7,55.333333333333336,1
INV001115,6,81.4,1
INV001116,9,58.125,1
INV001117,8,61.714285714285715,1
INV001130,7,76.83333333333333,1
INV001137,7,57.0,1
INV001140,6,60.4,1
INV001141,6,97.6,1
INV001142,7,42.833333333333336,1
INV001156,6,102.4,1
INV001160,8,57.57142857142857,1
INV001161,6,80.6,1
INV001163,7,67.33333333333333,1
INV001167,6,96.2,1
INV001170,6,68.2,1
INV001173,6,67.0,1
INV001178,7,79.66666666666667,1
INV001180,6,74.4,1
INV001181,8,67.42857142857143,1
INV001190,6,97.0,1
INV001195,8,53.42857142857143,1
INV001196,6,92.2,1
INV001202,8,58.0,1
INV001206,6,83.6,1
INV001208,7,51.833333333333336,1
INV001210,9,36.875,1
INV001217,8,60.142857142857146,1
INV001219,8,50.857142857142854,1
INV001220,7,77.16666666666667,1
INV001223,7,70.83333333333333,1
INV001234,8,60.57142857142857,1
INV001235,9,59.0,1
INV001237,6,98.0,1
INV001238,7,68.5,1
INV001242,6,69.8,1
INV001251,6,82.0,1
INV001262,7,44.833333333333336,1
INV001274,7,73.33333333333333,1
INV001275,7,66.66666666666667,1
INV001282,6,67.0,1
INV001287,6,92.2,1
INV001288,7,45.666666666666664,1
INV001291,6,76.2,1
INV001295,9,50.75,1
INV001298,7,71.83333333333333,1
INV001299,9,51.25,1
INV001304,6,97.6,1
INV001308,9,54.625,1
INV001310,6,81.2,1
INV001314,10,50.44444444444444,1
INV001315,7,51.833333333333336,1
INV001316,6,92.4,1
INV001317,6,84.8,1
INV001318,10,46.22222222222222,1
INV001326,8,69.42857142857143,1
INV001329,6,68.2,1
INV001331,6,94.2,1
INV001332,7,80.0,1
INV001333,7,78.66666666666667,1
INV001336,8,65.85714285714286,1
INV001348,7,47.833333333333336,1
INV001351,7,70.5,1
INV001355,6,60.2,1
INV001356,6,79.2,1
INV001359,7,72.5,1
INV001361,7,50.5,1
INV001367,6,99.0,1
INV001375,7,78.5,1
INV001376,7,78.66666666666667,1
INV001383,8,56.142857142857146,1
INV001387,9,57.25,1
INV001394,8,63.57142857142857,1
INV001400,6,76.8,1
INV001401,6,68.6,1
INV001406,10,47.666666666666664,1
INV001407,6,45.2,1
INV001415,8,68.14285714285714,1
INV001418,6,88.6,1
INV001419,6,85.8,1
INV001423,8,48.57142857142857,1
INV001428,6,79.4,1
INV001432,6,71.4,1
INV001434,6,80.6,1
INV001442,9,57.125,1
INV001454,7,73.0,1
INV001455,8,64.71428571428571,1
INV001457,6,43.8,1
INV001458,7,59.833333333333336,1
INV001466,6,44.6,1
INV001472,6,79.0,1
INV001482,6,80.6,1
INV001485,9,55.0,1
INV001491,6,98.8,1
INV001497,9,63.0,1
INV001504,9,54.25,1
INV001507,6,86.2,1
INV001510,7,66.83333333333333,1
INV001514,7,51.833333333333336,1
INV001516,6,56.8,1
INV001526,6,50.4,1
INV001530,7,64.66666666666667,1
INV001532,7,56.833333333333336,1
INV001536,7,69.0,1
INV001545,6,92.8,1
INV001547,7,72.16666666666667,1
INV001548,6,80.6,1
INV001550,7,79.0,1
INV001551,6,61.8,1
INV001562,10,44.22222222222222,1
INV001564,8,55.714285714285715,1
INV001569,6,83.4,1
INV001579,7,75.0,1
INV001580,7,45.666666666666664,1
INV001585,6,56.6,1
INV001587,7,65.0,1
INV001597,7,56.0,1
INV001599,6,58.2,1
INV001602,6,93.8,1
INV001603,7,54.5,1
INV001605,8,60.57142857142857,1
INV001606,7,67.66666666666667,1
INV001616,9,53.0,1
INV001623,6,92.0,1
INV001625,6,72.0,1
INV001628,8,51.714285714285715,1
INV001629,7,67.5,1
INV001631,6,57.0,1
INV001636,9,48.875,1
INV001641,6,88.4,1
INV001644,6,65.6,1
INV001645,6,67.6,1
INV001649,10,51.666666666666664,1
INV001651,7,78.66666666666667,1
INV001653,6,55.2,1
INV001654,7,56.0,1
INV001656,8,59.857142857142854,1
INV001662,6,60.2,1
INV001672,9,34.0,0
INV001673,11,49.3,1
INV001680,9,58.875,1
INV001683,7,72.5,1
INV001689,6,83.6,1
INV001690,7,81.16666666666667,1
INV001691,6,82.0,1
INV001694,8,66.14285714285714,1
INV001697,9,62.5,1
INV001699,6,83.2,1
INV001709,6,51.8,1
INV001711,7,65.83333333333333,1
INV001712,6,66.6,1
INV001715,8,68.28571428571429,1
INV001718,6,84.0,1
INV001724,7,69.66666666666667,1
INV001728,8,50.57142857142857,1
INV001737,7,56.833333333333336,1
INV001738,9,47.5,1
INV001739,9,52.5,1
INV001741,6,89.4,1
INV001744,7,78.5,1
INV001752,7,69.33333333333333,1
INV001753,11,42.8,1
INV001757,8,55.57142857142857,1
INV001759,10,49.55555555555556,1
INV001769,6,98.0,1
INV001772,6,95.0,1
INV001775,8,29.142857142857142,0
INV001777,9,57.625,1
INV001778,8,63.57142857142857,1
INV001797,7,79.66666666666667,1
INV001800,7,49.666666666666664,1
INV001802,7,61.666666666666664,1
INV001803,6,59.0,1
INV001804,8,55.857142857142854,1
INV001806,8,60.0,1
INV001809,6,95.6,1
INV001811,9,54.25,1
INV001822,6,19.8,0
INV001823,8,58.142857142857146,1
INV001826,6,51.2,1
INV001828,8,44.42857142857143,1
INV001831,6,72.8,1
INV001837,7,62.833333333333336,1
INV001841,6,56.2,1
INV001853,8,47.42857142857143,1
INV001858,8,55.142857142857146,1
INV001865,7,63.5,1
INV001866,6,58.8,1
INV001870,7,76.0,1
INV001871,7,55.0,1
INV001883,6,99.2,1
INV001885,6,71.2,1
INV001886,9,50.75,1
INV001890,6,102.6,1
INV001891,6,96.4,1
INV001909,8,62.142857142857146,1
INV001912,6,86.4,1
INV001920,7,39.0,1
INV001921,8,68.57142857142857,1
INV001923,7,80.66666666666667,1
INV001924,7,59.166666666666664,1
INV001927,6,58.8,1
INV001929,6,66.2,1
INV001937,8,60.42857142857143,1
INV001938,9,43.0,1
INV001943,6,74.4,1
INV001950,7,60.166666666666664,1
INV001951,7,58.833333333333336,1
INV001954,6,86.8,1
INV001955,6,76.0,1
INV001961,6,83.4,1
INV001969,6,79.2,1
INV001971,8,54.714285714285715,1
INV001972,8,42.42857142857143,1
INV001978,6,83.2,1
INV001979,6,55.4,1
INV001982,6,85.8,1
INV001986,7,47.666666666666664,1
INV001987,7,67.0,1
INV001990,8,45.285714285714285,1
INV001993,6,56.6,1
INV001995,6,48.6,1
INV001997,6,88.6,1
INV002001,6,84.8,1
INV002006,6,73.6,1
INV002010,6,74.6,1
INV002017,7,44.666666666666664,1
INV002018,6,63.6,1
INV002019,6,68.8,1
INV002025,7,55.833333333333336,1
INV002033,7,55.0,1
INV002034,8,69.0,1
INV002037,6,33.2,0
INV002038,6,84.0,1
INV002051,6,78.6,1
INV002052,7,44.166666666666664,1
INV002069,10,47.55555555555556,1
INV002070,7,81.33333333333333,1
INV002083,10,51.666666666666664,1
INV002085,6,65.0,1
INV002090,6,90.2,1
INV002092,7,33.5,0
INV002101,6,80.2,1
INV002102,6,44.8,1
INV002107,8,71.14285714285714,1
INV002111,8,62.42857142857143,1
INV002119,6,78.0,1
INV002121,7,68.5,1
INV002122,7,40.333333333333336,1
INV002127,6,60.2,1
INV002134,7,82.66666666666667,1
INV002138,6,91.8,1
INV002142,9,45.5,1
INV002143,8,63.57142857142857,1
INV002149,8,42.285714285714285,1
INV002150,6,73.6,1
INV002151,9,60.375,1
INV002153,7,67.83333333333333,1
INV002154,6,89.4,1
INV002155,6,78.0,1
INV002157,7,58.5,1
INV002159,6,65.0,1
INV002162,9,58.375,1
INV002166,6,99.2,1
INV002171,7,55.833333333333336,1
INV002177,7,73.0,1
INV002178,8,66.42857142857143,1
INV002179,8,54.142857142857146,1
INV002182,7,70.5,1
INV002185,6,48.4,1
INV002186,7,74.83333333333333,1
INV002187,7,67.83333333333333,1
INV002195,9,49.25,1
INV002196,8,62.142857142857146,1
INV002198,9,43.0,1
INV002199,7,50.833333333333336,1
INV002202,8,70.42857142857143,1
INV002206,7,49.0,1
INV002208,7,71.33333333333333,1
INV002211,7,63.833333333333336,1
INV002216,8,61.714285714285715,1
INV002218,6,67.8,1
INV002219,8,70.85714285714286,1
INV002228,6,68.6,1
INV002229,6,64.6,1
INV002230,8,57.57142857142857,1
INV002232,7,69.16666666666667,1
INV002236,7,73.66666666666667,1
INV002237,7,51.666666666666664,1
INV002240,7,77.83333333333333,1
INV002241,7,65.66666666666667,1
INV002251,6,62.6,1
INV002256,6,75.6,1
INV002259,7,45.333333333333336,1
INV002260,6,77.8,1
INV002265,7,63.166666666666664,1
INV002277,7,67.33333333333333,1
INV002280,7,71.66666666666667,1
INV002282,6,53.2,1
INV002284,6,85.0,1
INV002290,6,61.6,1
INV002294,8,48.714285714285715,1
INV002295,7,64.5,1
INV002298,6,23.2,0
INV002304,10,42.55555555555556,1
INV002315,7,71.83333333333333,1
INV002319,7,60.0,1
INV002322,6,63.4,1
INV002327,6,76.4,1
INV002329,7,57.0,1
INV002342,6,74.2,1
INV002343,9,57.75,1
INV002347,9,40.5,1
INV002348,6,94.4,1
INV002349,6,52.2,1
INV002351,6,77.2,1
INV002357,7,68.33333333333333,1
INV002360,9,56.125,1
INV002361,6,55.4,1
INV002367,7,52.5,1
INV002368,7,61.166666666666664,1
INV002369,6,60.0,1
INV002370,7,70.16666666666667,1
INV002372,6,95.2,1
INV002373,8,70.14285714285714,1
INV002374,6,21.2,0
INV002384,10,39.111111111111114,1
INV002388,6,33.2,0
INV002389,10,50.77777777777778,1
INV002390,6,47.0,1
INV002391,6,40.2,1
INV002395,6,97.0,1
INV002400,9,55.375,1
INV002401,8,59.142857142857146,1
INV002402,7,47.166666666666664,1
INV002407,7,47.833333333333336,1
INV002409,8,55.57142857142857,1
INV002413,8,53.0,1
INV002415,8,57.42857142857143,1
INV002417,7,83.33333333333333,1
INV002418,6,91.6,1
INV002420,6,72.8,1
INV002422,10,50.333333333333336,1
INV002429,6,78.6,1
INV002434,6,88.2,1
INV002437,7,49.166666666666664,1
INV002445,8,38.142857142857146,1
INV002453,7,63.0,1
INV002458,6,72.4,1
INV002459,8,53.714285714285715,1
INV002463,6,95.4,1
INV002464,6,35.4,1
INV002466,7,80.66666666666667,1
INV002467,8,38.857142857142854,1
INV002471,6,56.4,1
INV002475,10,49.666666666666664,1
INV002476,6,86.0,1
INV002485,6,70.4,1
INV002490,8,70.0,1
INV002495,6,82.2,1
INV002496,6,53.0,1
INV002497,8,67.28571428571429,1
INV002508,9,51.625,1
INV002509,10,33.666666666666664,0
INV002510,7,64.33333333333333,1
INV002521,6,74.6,1
INV002527,7,49.666666666666664,1
INV002530,8,71.42857142857143,1
INV002531,7,76.33333333333333,1
INV002543,7,74.66666666666667,1
INV002547,6,89.0,1
INV002552,10,48.22222222222222,1
INV002554,7,49.666666666666664,1
INV002555,7,72.0,1
INV002557,7,67.16666666666667,1
INV002558,6,97.6,1
INV002560,6,95.2,1
INV002563,6,65.8,1
INV002567,6,82.0,1
INV002568,8,61.57142857142857,1
INV002570,7,62.0,1
INV002572,8,55.714285714285715,1
INV002574,6,79.4,1
INV002575,9,56.125,1
INV002579,6,40.8,1
INV002582,6,77.4,1
INV002585,6,65.0,1
INV002586,6,87.2,1
INV002590,10,50.22222222222222,1
INV002591,6,52.2,1
INV002594,6,94.0,1
INV002598,9,51.375,1
INV002602,8,66.0,1
INV002606,6,89.6,1
INV002613,8,65.0,1
INV002622,7,76.66666666666667,1
INV002627,6,85.0,1
INV002628,6,77.0,1
INV002632,8,65.57142857142857,1
INV002640,7,70.0,1
INV002643,6,74.2,1
INV002645,7,45.166666666666664,1
INV002654,8,61.857142857142854,1
INV002659,7,62.333333333333336,1
INV002666,7,53.166666666666664,1
INV002671,7,77.16666666666667,1
INV002673,8,65.0,1
INV002674,6,75.8,1
INV002675,8,63.857142857142854,1
INV002681,7,83.66666666666667,1
INV002684,6,80.6,1
INV002688,9,37.0,1
INV002689,8,50.0,1
INV002693,7,45.833333333333336,1
INV002697,7,55.333333333333336,1
INV002700,7,79.83333333333333,1
INV002704,8,59.142857142857146,1
INV002705,8,22.571428571428573,0
INV002706,6,73.6,1
INV002711,8,65.57142857142857,1
INV002712,11,46.8,1
INV002722,6,61.4,1
INV002723,9,37.75,1
INV002724,6,76.6,1
INV002726,8,45.57142857142857,1
INV002732,8,70.71428571428571,1
INV002733,8,51.57142857142857,1
INV002735,7,68.16666666666667,1
INV002736,6,70.6,1
INV002737,8,58.42857142857143,1
INV002743,6,88.2,1
INV002744,10,52.888888888888886,1
INV002746,8,68.0,1
INV002750,6,72.4,1
INV002751,7,41.5,1
INV002758,6,81.0,1
INV002761,6,80.6,1
INV002766,6,70.6,1
INV002767,7,55.333333333333336,1
INV002769,7,82.0,1
INV002772,7,74.5,1
INV002779,6,64.2,1
INV002783,7,64.0,1
INV002786,7,76.33333333333333,1
INV002793,7,59.333333333333336,1
INV002794,7,56.166666666666664,1
INV002799,6,70.8,1
INV002800,7,63.5,1
INV002803,7,64.83333333333333,1
INV002804,8,59.857142857142854,1
INV002808,7,59.666666666666664,1
INV002809,6,81.4,1
INV002810,8,32.285714285714285,0
INV002813,7,49.0,1
INV002822,7,53.0,1
INV002824,7,71.83333333333333,1
INV002826,6,61.6,1
INV002827,6,73.6,1
INV002828,6,80.0,1
INV002831,6,40.2,1
INV002835,7,82.33333333333333,1
INV002838,8,56.714285714285715,1
INV002841,6,43.4,1
INV002843,8,43.142857142857146,1
INV002847,10,52.666666666666664,1
INV002850,7,53.166666666666664,1
INV002852,6,75.8,1
INV002859,7,76.5,1
INV002863,6,74.4,1
INV002865,6,37.2,1
INV002870,6,48.2,1
INV002872,6,85.6,1
INV002873,6,98.2,1
INV002879,7,72.16666666666667,1
INV002881,6,43.6,1
INV002883,6,96.0,1
INV002886,7,44.333333333333336,1
INV002891,8,72.71428571428571,1
INV002893,9,50.0,1
INV002900,6,64.2,1
INV002903,6,89.6,1
INV002904,7,49.333333333333336,1
INV002905,6,73.0,1
INV002906,6,41.2,1
INV002909,7,82.33333333333333,1
INV002912,6,97.0,1
INV002913,7,73.66666666666667,1
INV002915,8,49.285714285714285,1
INV002921,7,53.333333333333336,1
INV002927,8,40.285714285714285,1
INV002935,7,48.0,1
INV002937,7,67.16666666666667,1
INV002939,7,60.5,1
INV002942,9,55.5,1
INV002945,8,65.0,1
INV002947,7,64.16666666666667,1
INV002950,8,45.857142857142854,1
INV002951,7,51.833333333333336,1
INV002961,7,84.66666666666667,1
INV002974,7,51.333333333333336,1
INV002984,6,91.0,1
INV002989,6,86.6,1
INV002994,7,58.166666666666664,1
INV003000,7,67.0,1
INV003003,9,58.25,1
INV003005,8,53.142857142857146,1
INV003007,9,48.25,1
INV003009,9,38.125,1
INV003011,7,64.16666666666667,1
INV003014,6,82.4,1
INV003015,7,54.666666666666664,1
INV003018,6,49.2,1
INV003022,6,69.6,1
INV003024,6,44.2,1
INV003025,8,35.285714285714285,1
INV003028,6,91.4,1
INV003034,6,73.4,1
INV003036,8,57.714285714285715,1
INV003037,7,79.5,1
INV003040,6,74.0,1
INV003043,7,73.83333333333333,1
INV003044,7,71.16666666666667,1
INV003045,6,36.2,1
INV003047,8,70.14285714285714,1
INV003054,7,78.66666666666667,1
INV003060,7,79.0,1
INV003063,7,57.833333333333336,1
INV003070,9,54.5,1
INV003074,6,74.8,1
INV003075,8,57.42857142857143,1
INV003078,7,69.16666666666667,1
INV003082,8,46.42857142857143,1
INV003083,6,66.4,1
INV003089,6,65.0,1
INV003091,9,50.875,1
INV003095,6,86.6,1
INV003097,8,62.714285714285715,1
INV003105,7,65.5,1
INV003112,6,91.6,1
INV003113,8,66.85714285714286,1
INV003115,6,48.0,1
INV003117,8,66.57142857142857,1
INV003134,7,76.83333333333333,1
INV003139,7,55.166666666666664,1
INV003140,8,57.0,1
INV003141,7,67.5,1
INV003144,7,82.5,1
INV003146,9,59.5,1
INV003151,6,81.0,1
INV003153,7,40.666666666666664,1
INV003158,9,55.625,1
INV003161,6,77.4,1
INV003169,6,62.6,1
INV003178,6,56.4,1
INV003179,9,56.25,1
INV003185,6,65.2,1
INV003187,9,58.25,1
INV003189,9,55.125,1
INV003191,6,76.8,1
INV003193,6,96.6,1
INV003196,7,80.33333333333333,1
INV003205,7,67.66666666666667,1
INV003210,6,72.2,1
INV003211,7,69.0,1
INV003214,6,59.8,1
INV003215,7,60.833333333333336,1
INV003219,6,57.2,1
INV003221,7,61.166666666666664,1
INV003222,7,81.5,1
INV003223,8,67.71428571428571,1
INV003228,7,70.16666666666667,1
INV003230,7,67.5,1
INV003231,7,83.0,1
INV003234,6,96.6,1
INV003236,9,51.125,1
INV003242,7,61.0,1
INV003247,6,84.6,1
INV003252,6,67.6,1
INV003256,7,51.0,1
INV003257,6,61.8,1
INV003260,6,89.4,1
INV003262,6,85.2,1
INV003267,6,74.4,1
INV003271,7,61.166666666666664,1
INV003273,8,60.142857142857146,1
INV003277,8,53.714285714285715,1
INV003279,9,63.375,1
INV003289,7,64.83333333333333,1
INV003300,6,64.8,1
INV003301,9,59.375,1
INV003304,10,44.22222222222222,1
INV003308,9,56.75,1
INV003310,6,80.8,1
INV003311,9,48.0,1
INV003314,7,73.5,1
INV003317,8,44.142857142857146,1
INV003320,8,45.285714285714285,1
INV003325,6,101.0,1
INV003329,6,89.0,1
INV003336,7,72.33333333333333,1
INV003338,9,37.5,1
INV003344,6,86.6,1
INV003350,6,92.4,1
INV003351,6,54.0,1
INV003352,8,68.14285714285714,1
INV003357,6,62.4,1
INV003360,8,59.42857142857143,1
INV003370,7,63.333333333333336,1
INV003372,6,59.4,1
INV003374,7,56.5,1
INV003375,8,52.714285714285715,1
INV003376,6,85.8,1
INV003379,7,75.16666666666667,1
INV003380,6,72.4,1
INV003382,6,34.2,0
INV003391,6,56.6,1
INV003393,8,63.714285714285715,1
INV003395,6,79.0,1
INV003398,8,55.42857142857143,1
INV003403,6,56.6,1
INV003404,8,50.285714285714285,1
INV003405,8,41.0,1
INV003406,8,59.0,1
INV003407,8,57.42857142857143,1
INV003422,7,84.66666666666667,1
INV003424,7,73.16666666666667,1
INV003427,6,84.2,1
INV003430,6,73.4,1
INV003431,6,51.4,1
INV003432,7,61.333333333333336,1
INV003435,7,73.83333333333333,1
INV003437,6,91.2,1
INV003448,7,74.5,1
INV003450,10,47.666666666666664,1
INV003455,7,35.5,1
INV003457,7,60.5,1
INV003458,8,67.85714285714286,1
INV003459,6,59.4,1
INV003473,6,95.8,1
INV003475,9,56.0,1
INV003478,9,56.625,1
INV003479,8,65.71428571428571,1
INV003480,6,82.4,1
INV003484,6,73.8,1
INV003487,6,70.6,1
INV003491,9,59.125,1
INV003492,6,90.8,1
INV003495,10,49.22222222222222,1
INV003506,7,67.0,1
